,0
1912,"""EEF1G Translation elongation factor 1 gamma"""
1913,"""RBP1 Cellular retinol-binding protein"""
1914,"""TFRC Transferrin receptor (p90, CD71)"""
1915,"""IGF1 Insulin-like growth factor 1 (somatomedia C)"""
1916,"""COL5A2 Collagen, type V, alpha"""
1917,"""Terminal transferase mRNA"""
1918,"""HLA-C Major histocompatibility complex, class I, C"""
1919,"""ADH3 Alcohol dehydrogenase 3 (class I), gamma polypeptide"""
1920,"""Non-histone chromosomal protein HMG-17 mRNA"""
1921,"""HCF2 Heparin cofactor II"""
1922,"""G6PD Glucose-6-phosphate dehydrogenase"""
1923,"""PRH1 Proline-rich protein HaeIII subfamily 1"""
1924,"""PRH1 Proline-rich protein HaeIII subfamily 1"""
1925,"""PRH1 Proline-rich protein HaeIII subfamily 1"""
1926,"""KLK3 Plasma prekallikrein"""
1927,"""INHA Inhibin, alpha"""
1928,"""MAS1 MAS1 oncogene"""
1929,"""N-MYC PROTO-ONCOGENE PROTEIN"""
1930,"""BLUE-SENSITIVE OPSIN"""
1931,"""LMNA Lamin A"""
1932,"""PROBABLE PROTEIN DISULFIDE ISOMERASE ER-60 PRECURSOR"""
1933,"""MBP Myelin basic protein"""
1934,"""MBP Myelin basic protein"""
1935,"""MYB Proto-oncogene c-myb {alternative products}"""
1936,"""MYB Proto-oncogene c-myb {alternative products}"""
1937,"""PULMONARY SURFACTANT-ASSOCIATED PROTEIN A PRECURSOR"""
1938,"""CP Ceruloplasmin (ferroxidase)"""
1939,"""G1P2 Interferon, alpha-inducible protein (clone IFI-15K)"""
1940,"""ADA Adenosine deaminase"""
1941,"""No cluster in current Unigene and no Genbank entry for M13880 (qualifier M13880)"""
1942,"""DELTA-AMINOLEVULINIC ACID DEHYDRATASE"""
1943,"""DELTA-AMINOLEVULINIC ACID DEHYDRATASE"""
1944,"""DELTA-AMINOLEVULINIC ACID DEHYDRATASE"""
1945,"""DELTA-AMINOLEVULINIC ACID DEHYDRATASE"""
1946,"""BCL2 B-cell CLL/lymphoma 2"""
1947,"""UROD Uroporphyrinogen decarboxylase"""
1948,"""PAI1 Plasminogen activator inhibitor, type I"""
1949,"""PAI1 Plasminogen activator inhibitor, type I"""
1950,"""VIM Vimentin"""
1951,"""CD2 CD2 antigen (p50), sheep red blood cell receptor"""
1952,"""ARG1 Arginase, liver"""
1953,"""RPS11 Ribosomal protein S11"""
1954,"""Prothymosin alpha mRNA"""
1955,"""ITGAV Integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)"""
1956,"""FYN FYN oncogene related to SRC, FGR, YES"""
1957,"""BCL2 B cell lymphoma protein 2"""
1958,"""NGFR Nerve growth factor receptor"""
1959,"""NGFR Nerve growth factor receptor"""
1960,"""FCER2 Fc fragment of IgE, low affinity II, receptor for (CD23A)"""
1961,"""EPB41 Erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)"""
1962,"""TK1 Thymidine kinase 1, soluble"""
1963,"""SELL Leukocyte adhesion protein beta subunit"""
1964,"""PLAU Plasminogen activator, urokinase"""
1965,"""ASPARAGINE SYNTHETASE"""
1966,"""ASPARAGINE SYNTHETASE"""
1967,"""SNRPB2 Small nuclear ribonucleoprotein polypeptide B''"""
1968,"""UMOD Uromodulin (uromucoid, Tamm-Horsfall glycoprotein)"""
1969,"""RET Ret proto-oncogene (multiple endocrine neoplasia MEN2A, MEN2B and medullary thyroid carcinoma 1, Hirschsprung disease)"""
1970,"""RET Ret proto-oncogene (multiple endocrine neoplasia MEN2A, MEN2B and medullary thyroid carcinoma 1, Hirschsprung disease)"""
1971,"""LYN V-yes-1 Yamaguchi sarcoma viral related oncogene homolog"""
1972,"""HLA-DQB1 Major histocompatibility complex, class II, DQ beta 1"""
1973,"""M2 muscarinic acetylcholine receptor gene"""
1974,"""QDPR Dihydropteridine reductase"""
1975,"""CKB Creatine kinase B"""
1976,"""NADH-CYTOCHROME B5 REDUCTASE"""
1977,"""Butyrylcholinesterase, mRNA"""
1978,"""STS Steroid sulfatase (microsomal)"""
1979,"""ELASTASE IIIB PRECURSOR"""
1980,"""ELASTASE IIIB PRECURSOR"""
1981,"""No cluster in current Unigene and no Genbank entry for M16653 (qualifier M16653)"""
1982,"""No cluster in current Unigene and no Genbank entry for M16707 (qualifier M16707)"""
1983,"""TCRG T cell receptor gamma chain"""
1984,"""MLR Mineralocorticoid receptor (aldosterone receptor)"""
1985,"""ACADM Acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain"""
1986,"""Homeo box c8 protein, mRNA"""
1987,"""AHSG Alpha-2-HS-glycoprotein alpha and beta chain"""
1988,"""Cerebellar degeneration-associated protein mRNA"""
1989,"""F5 Coagulation factor V"""
1990,"""GRANZYME B PRECURSOR"""
1991,"""Interleukin 3 (IL-3) mRNA"""
1992,"""No cluster in current Unigene and no Genbank entry for M17183 (qualifier M17183)"""
1993,"""GNAI1 Guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1"""
1994,"""HLA CLASS II HISTOCOMPATIBILITY ANTIGEN, DQ(2) ALPHA CHAIN PRECURSOR"""
1995,"""HLA CLASS II HISTOCOMPATIBILITY ANTIGEN, DQ(2) ALPHA CHAIN PRECURSOR"""
1996,"""CYP21 Cytochrome P450, subfamily XXI (steroid 21-hydroxylase, congenital adrenal hyperplasia)"""
1997,"""CYP21 Cytochrome P450, subfamily XXI (steroid 21-hydroxylase, congenital adrenal hyperplasia)"""
1998,"""TRANSFORMING PROTEIN ERG"""
1999,"""CYP2C Cytochrome P450, subfamily IIC (mephenytoin 4-hydroxylase)"""
2000,"""FGF4 Fibroblast growth factor 4 (heparin secretory transforming protein 1, Kaposi sarcoma oncogene)"""
2001,"""BN51T BN51 (BHK21) temperature sensitivity complementing"""
2002,"""APOB Apolipoprotein B"""
2003,"""FATTY ACID-BINDING PROTEIN, INTESTINAL"""
2004,"""NCA Non-specific cross reacting antigen"""
2005,"""STATH Statherin"""
2006,"""HISTATIN 3 PRECURSOR"""
2007,"""DMD Dystrophin (muscular dystrophy, Duchenne and Becker types)"""
2008,"""ELASTASE IIIB PRECURSOR"""
2009,"""ELASTASE IIIB PRECURSOR"""
2010,"""ELASTASE IIIB PRECURSOR"""
2011,"""ELASTASE IIIA PRECURSOR"""
2012,"""GALT Galactose-1-phosphate uridyltransferase"""
2013,"""GRANZYME A PRECURSOR"""
2014,"""GRANZYME A PRECURSOR"""
2015,"""HPN Hepsin"""
2016,"""LYZ Lysozyme"""
2017,"""ALPP Alkaline phosphatase, placental (Regan isozyme)"""
2018,"""ALPP Alkaline phosphatase, placental (Regan isozyme)"""
2019,"""CST1 Cystatin SN"""
2020,"""ACTG1 Actin, gamma 1"""
2021,"""DBT Dihydrolipoamide branched chain transacylase (E2 component of branched chain keto acid dehydrogenase complex; maple syrup urine disease)"""
2022,"""TNNT1 Troponin T1, skeletal, slow"""
2023,"""Follistatin gene"""
2024,"""RB1 Retinoblastoma 1 (including osteosarcoma)"""
2025,"""TPM1 Tropomyosin alpha chain (skeletal muscle)"""
2026,"""FGR Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog"""
2027,"""Small proline rich protein (sprII) mRNA, clone 930"""
2028,"""AR Androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease)"""
2029,"""F11 Coagulation factor XI (plasma thromboplastin antecedent)"""
2030,"""F11 Coagulation factor XI (plasma thromboplastin antecedent)"""
2031,"""ITGB3 Integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"""
2032,"""HLA-DRB1 Major histocompatibility complex, class II, DR beta 1"""
2033,"""MHC class II HLA-DQ-alpha (DR2-DQw1/DR4 DQw3) mRNA, partial cds, clone ROF1.1-alpha"""
2034,"""ACTA1 Actin, alpha 1, skeletal muscle"""
2035,"""ACTA1 Actin, alpha 1, skeletal muscle"""
2036,"""ACTA1 Actin, alpha 1, skeletal muscle"""
2037,"""ANX3 Annexin III (lipocortin III)"""
2038,"""IL6R Interleukin 6 receptor"""
2039,"""PLI Alpha-2-plasmin inhibitor (alpha-2-PI)"""
2040,"""GLUD1 Glutamate dehydrogenase"""
2041,"""SCYA5 Small inducible cytokine A5 (RANTES)"""
2042,"""CYBA Cytochrome b-245, alpha polypeptide"""
2043,"""CYBA Cytochrome b-245, alpha polypeptide"""
2044,"""INSULIN-DEGRADING ENZYME"""
2045,"""Small proline rich protein (sprII) mRNA, clone 174N"""
2046,"""No cluster in current Unigene and no Genbank entry for M21388 (qualifier M21388)"""
2047,"""No cluster in current Unigene and no Genbank entry for M21388 (qualifier M21388)"""
2048,"""KRT5 Keratin 5 (epidermolysis bullosa simplex, Dowling-Meara/Kobner/Weber-Cockayne types)"""
2049,"""KRT5 Keratin 5 (epidermolysis bullosa simplex, Dowling-Meara/Kobner/Weber-Cockayne types)"""
2050,"""Small proline rich protein (sprII) mRNA, clone 1292"""
2051,"""PDGFRA Platelet-derived growth factor receptor, alpha polypeptide"""
2052,"""PDGFRA Platelet-derived growth factor receptor, alpha polypeptide"""
2053,"""No cluster in current Unigene and no Genbank entry for M21868 (qualifier M21868)"""
2054,"""TROPONIN T, FAST SKELETAL MUSCLE ISOFORM BETA"""
2055,"""NEURAL CELL ADHESION MOLECULE, PHOSPHATIDYLINOSITOL-LINKED ISOFORM PRECURSOR"""
2056,"""ENO2 Enolase 2, (gamma, neuronal)"""
2057,"""PLATELET GLYCOPROTEIN IB ALPHA CHAIN PRECURSOR"""
2058,"""BMP1 Bone morphogenetic protein 1"""
2059,"""BMP4 Bone morphogenetic protein 4"""
2060,"""PRSS1 Protease, serine, 1 (trypsin 1)"""
2061,"""GOT2 Glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)"""
2062,"""LYL-1 protein gene"""
2063,"""PDGFRA Platelet-derived growth factor receptor, alpha polypeptide"""
2064,"""CYTOCHROME C OXIDASE POLYPEPTIDE VA PRECURSOR"""
2065,"""RAP1A RAP1A, member of RAS oncogene family"""
2066,"""BPGM 2,3-bisphosphoglycerate mutase"""
2067,"""ATP2A2 ATPase, Ca++ transporting, cardiac muscle, slow twitch  2"""
2068,"""ATP2A2 ATPase, Ca++ transporting, cardiac muscle, slow twitch  2"""
2069,"""CD33 CD33 antigen (differentiation antigen)"""
2070,"""RASA1 GTPase-activating protein ras p21 (RASA)"""
2071,"""JUP Junction plakoglobin"""
2072,"""ADRENODOXIN PRECURSOR"""
2073,"""THYROTROPIN BETA CHAIN PRECURSOR"""
2074,"""ALOX15 Arachidonate 15-lipoxygenase"""
2075,"""ALOX15 Arachidonate 15-lipoxygenase"""
2076,"""DNA-BINDING PROTEIN A"""
2077,"""MYL3 Myosin, light polypeptide 3, alkali; ventricular, skeletal, slow"""
2078,"""HLA-DQB1 Major histocompatibility complex, class II, DQ beta 1"""
2079,"""PTMS Parathymosin"""
2080,"""CTRB1 Chymotrypsinogen B1"""
2081,"""CTRB1 Chymotrypsinogen B1"""
2082,"""ALPL Alkaline phosphatase, liver/bone/kidney"""
2083,"""G6PD Glucose-6-phosphate dehydrogenase"""
2084,"""P4HA Procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide"""
2085,"""IFI56 Interferon-induced protein 56"""
2086,"""ANGIOTENSINOGEN PRECURSOR"""
2087,"""SELE Selectin E (endothelial adhesion molecule 1)"""
2088,"""SELE Selectin E (endothelial adhesion molecule 1)"""
2089,"""SELE Selectin E (endothelial adhesion molecule 1)"""
2090,"""60-kdal ribonucleoprotein (Ro) mRNA"""
2091,"""60-kdal ribonucleoprotein (Ro) mRNA"""
2092,"""CD44 CD44 antigen (homing function and Indian blood group system)"""
2093,"""ITGB3 Integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"""
2094,"""ATP1B1 ATPase, Na+/K+ transporting, beta 1 polypeptide"""
2095,"""ELK1 ELK1, member of ETS oncogene family"""
2096,"""ELK1 ELK1, member of ETS oncogene family"""
2097,"""SELL Selectin L (lymphocyte adhesion molecule 1)"""
2098,"""SELP Selectin P (granule membrane protein 140kD, antigen CD62)"""
2099,"""PTPN2 Protein tyrosine phosphatase, non-receptor type 2"""
2100,"""PTPN2 Protein tyrosine phosphatase, non-receptor type 2"""
2101,"""TPX1 Testis specific protein 1 (probe H4-1 p3-1)"""
2102,"""TPX1 Testis specific protein 1 (probe H4-1 p3-1)"""
2103,"""GAP43 Growth associated protein 43"""
2104,"""SECRETOGRANIN II PRECURSOR"""
2105,"""ATP6B1 ATPase, H+ transporting, lysosomal (vacuolar proton pump), beta polypeptide, 56/58kD, isoform 1"""
2106,"""ATP6B1 ATPase, H+ transporting, lysosomal (vacuolar proton pump), beta polypeptide, 56/58kD, isoform 1"""
2107,"""HLA-DNA Major histocompatibility complex, class II, DN alpha"""
2108,"""CGMP phosphodiesterase alpha subunit (CGPR-A) mRNA"""
2109,"""Platelet factor 4 varation 1 (PF4var1) gene"""
2110,"""No cluster in current Unigene and no Genbank entry for M26311 (qualifier M26311)"""
2111,"""IL8 Interleukin 8"""
2112,"""ACADS Acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain"""
2113,"""MAJOR GASTROINTESTINAL TUMOR-ASSOCIATED PROTEIN GA733-2 PRECURSOR"""
2114,"""DCP1 Dipeptidyl carboxypeptidase 1 (angiotensin I converting enzyme)"""
2115,"""HTN1 Histatin 1"""
2116,"""HTN1 Histatin 1"""
2117,"""LMO1 LIM domain only 1 (rhombotin 1)"""
2118,"""SCYA2 Small inducible cytokine A2 (monocyte chemotactic protein 1, homologous to mouse Sig-je)"""
2119,"""NPM1 Nucleophosmin (nucleolar phosphoprotein B23, numatrin)"""
2120,"""ESTRADIOL 17 BETA-DEHYDROGENASE 1"""
2121,"""CD8A CD8 antigen, alpha polypeptide (p32)"""
2122,"""REG1A Regenerating islet-derived 1 alpha (pancreatic stone protein, pancreatic thread protein)"""
2123,"""APS Prostate specific antigen"""
2124,"""VEGF Vascular endothelial growth factor"""
2125,"""INTERFERON ALPHA-4 PRECURSOR"""
2126,"""ASPARAGINE SYNTHETASE"""
2127,"""INTERLEUKIN-1 RECEPTOR, TYPE I PRECURSOR"""
2128,"""INTERLEUKIN-1 RECEPTOR, TYPE I PRECURSOR"""
2129,"""INTERLEUKIN-1 RECEPTOR, TYPE I PRECURSOR"""
2130,"""No cluster in current Unigene and no Genbank entry for M27533 (qualifier M27533)"""
2131,"""HLA-A MHC class I protein HLA-A (HLA-A28,-B40, -Cw3)"""
2132,"""PRSS2 Protease, serine, 2 (trypsin 2)"""
2133,"""HLA-DRB1 Major histocompatibility complex, class II, DR beta 5"""
2134,"""HLA-DRB1 Major histocompatibility complex, class II, DR beta 5"""
2135,"""CAMP-RESPONSE ELEMENT BINDING PROTEIN"""
2136,"""ELA2 Elastatse 2, neutrophil"""
2137,"""ELA2 Elastatse 2, neutrophil"""
2138,"""SLC4A1 Solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3)"""
2139,"""Endogenous retroviral protease mRNA"""
2140,"""ZNF84 Zinc finger protein 84 (HPF2)"""
2141,"""PIM-1 PROTO-ONCOGENE SERINE/THREONINE-PROTEIN KINASE"""
2142,"""PSG11 Pregnancy-specific beta-1 glycoprotein 11"""
2143,"""FGF2 Fibroblast growth factor 2 (basic)"""
2144,"""RNS3 Ribonuclease 3 (eosinophil cationic protein)"""
2145,"""RNS3 Ribonuclease 3 (eosinophil cationic protein)"""
2146,"""RNS2 Ribonuclease 2 (eosinophil-derived neurotoxin; EDN)"""
2147,"""RAS-RELATED PROTEIN RAB-1A"""
2148,"""No cluster in current Unigene and no Genbank entry for M28210 (qualifier M28210_f)"""
2149,"""No cluster in current Unigene and no Genbank entry for M28214 (qualifier M28214_f)"""
2150,"""No cluster in current Unigene and no Genbank entry for M28214 (qualifier M28214_i)"""
2151,"""LDLR Low density lipoprotein receptor (familial hypercholesterolemia)"""
2152,"""ITGA2 Integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"""
2153,"""APP Amyloid A4 protein of Alzheimer's disease"""
2154,"""IFNA16 Interferon, alpha 16"""
2155,"""IFNA16 Interferon, alpha 16"""
2156,"""IFNA16 Interferon, alpha 16"""
2157,"""POMC Proopiomelanocortin (adrenocorticotropin/ beta-lipotropin/ alpha-melanocyte stimulating hormone/ beta-melanocyte stimulating hormone/ beta-endorphin)"""
2158,"""ERCC1 Excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)"""
2159,"""ERCC1 Excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)"""
2160,"""FCGR2A Fc fragment of IgG, low affinity IIa, receptor for (CD32)"""
2161,"""FCGR2A Fc fragment of IgG, low affinity IIa, receptor for (CD32)"""
2162,"""CD1B CD1b antigen (thymocyte antigen)"""
2163,"""CD1C CD1c antigen (thymocyte antigen)"""
2164,"""ANK1 Ankyrin 1, erythrocytic"""
2165,"""CELL SURFACE GLYCOPROTEIN MUC18 PRECURSOR"""
2166,"""CELL SURFACE GLYCOPROTEIN MUC18 PRECURSOR"""
2167,"""CELL SURFACE GLYCOPROTEIN MUC18 PRECURSOR"""
2168,"""TAL1 T-cell acute lymphocytic leukemia 1 (NOTE: redefinition of symbol)"""
2169,"""IL6 Interleukin 6 (B cell stimulatory factor 2)"""
2170,"""IL6 Interleukin 6 (B cell stimulatory factor 2)"""
2171,"""MAG Myelin-associated glycoprotein"""
2172,"""CARBONIC ANHYDRASE III"""
2173,"""Recombination activating protein (RAG-1) gene"""
2174,"""SERINE/THREONINE PROTEIN PHOSPHATASE 2B CATALYTIC SUBUNIT, BETA ISOFORM"""
2175,"""SERINE/THREONINE PROTEIN PHOSPHATASE 2B CATALYTIC SUBUNIT, BETA ISOFORM"""
2176,"""ZNF8 Zinc finger protein 8 (clone HF.18)"""
2177,"""IL7R Interleukin 7 receptor"""
2178,"""CYP2B6 Cytochrome P450, subfamily IIB (phenobarbital-inducible), polypeptide 6"""
2179,"""CYP2B6 Cytochrome P450, subfamily IIB (phenobarbital-inducible), polypeptide 6"""
2180,"""CYP2B6 Cytochrome P450, subfamily IIB (phenobarbital-inducible), polypeptide 6"""
2181,"""NID Nidogen (enactin)"""
2182,"""No cluster in current Unigene and no Genbank entry for M30448 (qualifier M30448)"""
2183,"""ADH5 Alcohol dehydrogenase 5 chi subunit (class III)"""
2184,"""GGT2 Gamma-glutamyltransferase 2"""
2185,"""TDF Zinc finger protein Y-linked (ZFY)"""
2186,"""PSG11 Pregnancy-specific beta-1 glycoprotein 11"""
2187,"""PSG11 Pregnancy-specific beta-1 glycoprotein 11"""
2188,"""PSG11 Pregnancy-specific beta-1 glycoprotein 11"""
2189,"""AREG Amphiregulin (schwannoma-derived growth factor)"""
2190,"""AREG Amphiregulin (schwannoma-derived growth factor)"""
2191,"""PPP3CB Calcineurin B"""
2192,"""MX2 Myxovirus (influenza) resistance 2, homolog of murine"""
2193,"""PULMONARY SURFACTANT-ASSOCIATED PROTEIN A PRECURSOR"""
2194,"""MYH9 Myosin, heavy polypeptide 9, non-muscle"""
2195,"""COL4A5 Collagen, type IV, alpha 5 (Alport syndrome)"""
2196,"""CYTOCHROME P450 XVIIA1"""
2197,"""ECGF1 Endothelial differentiation protein (edg-1)"""
2198,"""RET Ret proto-oncogene (multiple endocrine neoplasia MEN2A, MEN2B and medullary thyroid carcinoma 1, Hirschsprung disease)"""
2199,"""TCF3 Transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)"""
2200,"""GNB3 Guanine nucleotide binding protein (G protein), beta polypeptide 3"""
2201,"""DAF Decay accelerating factor for complement (CD55, Cromer blood group system)"""
2202,"""DAF Decay accelerating factor for complement (CD55, Cromer blood group system)"""
2203,"""DAF Decay accelerating factor for complement (CD55, Cromer blood group system)"""
2204,"""X BOX BINDING PROTEIN-1"""
2205,"""PRLR Prolactin receptor"""
2206,"""CYTOCHROME P450 IA2"""
2207,"""GIP Gastric inhibitory polypeptide"""
2208,"""INHBB Inhibin, beta B (activin AB beta polypeptide)"""
2209,"""INHBB Inhibin, beta B (activin AB beta polypeptide)"""
2210,"""PTPN1 Tyrosine phosphatase 1"""
2211,"""BRAIN NATRIURETIC PEPTIDE PRECURSOR"""
2212,"""NCF2 Neutrophil cytosolic factor 2 (65kD, chronic granulomatous disease, autosomal 2)"""
2213,"""GART Phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"""
2214,"""TSHR Thyroid stimulating hormone receptor"""
2215,"""SRD5A1 Steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)"""
2216,"""TNFR2 Tumor necrosis factor receptor 2 (75kD)"""
2217,"""ARSB Arylsulfatase B"""
2218,"""STATH Statherin"""
2219,"""STATH Statherin"""
2220,"""STATH Statherin"""
2221,"""HLA-G MHC class I protein HLA-G"""
2222,"""CYP11B1 Cytochrome P450 11 beta"""
2223,"""SRI Sorcin"""
2224,"""GAPD Glyceraldehyde-3-phosphate dehydrogenase"""
2225,"""PDGFRB Platelet-derived growth factor receptor, beta polypeptide"""
2226,"""VCL Vinculin"""
2227,"""PRKAR1A CAMP-dependent protein kinase regulatory subunit type I"""
2228,"""CYP2D6 Cytochrome P450, subfamily IID (debrisoquine, sparteine, etc., -metabolizing), polypeptide 6"""
2229,"""CYP2D6 Cytochrome P450, subfamily IID (debrisoquine, sparteine, etc., -metabolizing), polypeptide 6"""
2230,"""CYP2D6 Cytochrome P450, subfamily IID (debrisoquine, sparteine, etc., -metabolizing), polypeptide 6"""
2231,"""PHOSDUCIN"""
2232,"""Tryptase-I mRNA, 3' end"""
2233,"""PSG11 Pregnancy-specific beta-1 glycoprotein 11"""
2234,"""PSG11 Pregnancy-specific beta-1 glycoprotein 11"""
2235,"""PSG11 Pregnancy-specific beta-1 glycoprotein 11"""
2236,"""PSG6 Pregnancy-specific beta-1 glycoprotein 6"""
2237,"""26-kDa cell surface protein TAPA-1 mRNA"""
2238,"""TNNC2 Troponin C2 (fast skeletal)"""
2239,"""INTERPHOTORECEPTOR RETINOID-BINDING PROTEIN PRECURSOR"""
2240,"""MX1 Myxovirus (influenza) resistance 1, homolog of murine (interferon-inducible protein p78)"""
2241,"""PAEP Progestagen-associated endometrial protein (placental protein 14, pregnancy-associated endometrial alpha-2-globulin, alpha uterine protein)"""
2242,"""LTBP1 Latent transforming growth factor beta binding protein 1"""
2243,"""CDH2 Cadherin 2, N-cadherin (neuronal)"""
2244,"""CDC25C Cell division cycle 25C"""
2245,"""PRKACB Protein kinase, cAMP-dependent, catalytic, beta"""
